packet_size,interarrival_ms,src_port,dst_port,service_port,label
1131,47.4,45451,8554,8554,video
929,24.64,17795,5005,5005,video
218,353.551,45862,8443,8443,web
881,31.219,14321,5004,5004,video
598,535.079,18758,8443,8443,web
343,208.851,60102,443,443,web
760,274.218,26540,80,80,web
1047,351.036,44876,8443,8443,web
1113,95.568,47365,8080,8080,web
889,214.281,31856,443,443,web
179,15.525,52422,5060,5060,voip
1409,3.88,17259,443,443,file
122,30.503,30786,10000,10000,voip
138,18.615,59846,5060,5060,voip
806,485.396,20879,8443,8443,web
1299,1.072,60893,8081,8081,file
391,183.33,10294,8443,8443,web
295,13.117,31262,8080,8080,voip
395,513.8,24768,80,80,web
278,25.914,62673,10001,10001,voip
125,15.431,20220,10000,10000,voip
1419,6.99,35042,990,990,file
198,17.839,16738,10002,10002,voip
1056,4.86,43249,443,443,file
264,444.967,48449,443,443,web
195,13.946,23312,10002,10002,voip
1500,2.64,62499,21,21,file
1248,2.481,57095,8443,8443,file
1500,6.564,52874,8081,8081,file
1270,1.656,40493,8081,8081,file
495,108.2,11128,443,443,web
573,167.662,39500,443,443,web
1500,1.655,27010,8443,8443,file
881,529.307,11504,8443,8443,web
177,17.862,45891,10001,10001,voip
201,22.882,8671,8443,8443,voip
204,78.318,32664,10002,10002,voip
341,385.134,37033,8080,8080,web
1442,48.723,54917,5005,5005,video
150,13.833,58401,5060,5060,voip
194,22.063,18649,10000,10000,voip
982,37.352,63838,8554,8554,video
430,193.476,11096,80,80,web
64,55.57,20278,5060,5060,voip
155,12.329,30120,8080,8080,voip
1294,7.928,26376,21,21,file
837,400.953,53103,8080,8080,web
1383,3.574,53285,8081,8081,file
1404,4.492,55738,989,989,file
1192,1.195,22892,8443,8443,file
542,499.348,27083,80,80,web
1078,1.799,17958,990,990,file
175,14.481,22732,10001,10001,voip
253,37.4,6819,8080,6819,voip
513,400.438,4958,443,443,web
1025,23.844,46224,5004,5004,video
513,92.817,31844,80,80,web
1289,21.924,7263,5005,5005,video
315,28.107,42262,443,443,web
721,249.975,41061,8443,8443,web
1414,5.606,21907,21,21,file
1197,3.942,9298,989,989,file
681,126.406,55750,80,80,web
723,6.851,46748,5005,5005,video
1094,27.72,31245,8080,8080,video
60,5.798,52840,10000,10000,voip
788,343.893,48570,8080,8080,web
1114,9.491,26687,989,989,file
632,262.362,34034,8080,8080,web
1369,5.536,46142,8080,8080,file
898,39.6,54264,443,443,video
1481,6.869,13191,443,443,video
182,16.002,57396,10002,10002,voip
1151,87.639,51978,8554,8554,video
1147,22.512,26316,8554,8554,video
436,296.941,20905,443,443,web
1046,20.528,33774,5005,5005,video
200,753.392,15349,80,80,web
1354,8.823,55550,989,989,file
1441,10.212,9584,8081,8081,file
209,12.857,20267,5060,5060,voip
221,64.795,44492,10001,10001,voip
1399,2.603,59693,21,21,file
1355,3.063,63920,8080,8080,file
1500,2.825,14359,8080,8080,file
545,133.211,1190,443,443,web
1258,31.408,50434,5004,5004,video
1065,67.88,34465,443,443,video
634,456.142,20626,443,443,web
431,195.173,37722,8080,8080,web
905,483.357,3097,443,443,web
813,330.757,34242,443,443,web
408,53.549,24231,443,443,voip
740,220.735,26388,8080,8080,web
1294,6.836,61298,990,990,file
1332,4.967,24255,20,20,file
239,22.876,62613,10000,10000,voip
266,195.291,37658,8443,8443,web
963,329.243,50767,8443,8443,web
359,331.808,52834,8443,8443,web
259,160.95,22767,80,80,web
1500,3.362,7030,8081,7030,file
755,279.705,58401,8443,8443,web
208,168.013,10434,8443,8443,web
1350,44.657,54613,5004,5004,video
352,103.029,24979,8080,8080,web
747,162.357,24894,8443,8443,web
1316,13.526,57224,21,21,file
171,21.189,56795,8443,8443,voip
784,475.133,1425,8080,1425,web
893,71.94,23602,8443,8443,web
188,218.052,40641,443,443,web
174,22.849,28841,10001,10001,voip
1500,2.194,11327,990,990,file
518,1000.0,53013,443,443,web
749,648.829,23352,8080,8080,web
154,18.139,44408,443,443,voip
105,11.167,25629,5060,5060,voip
1500,52.844,8174,5005,5005,video
129,16.686,20520,10002,10002,voip
1039,400.712,40354,8443,8443,web
1168,29.747,23539,8554,8554,video
1243,3.513,50879,990,990,file
1040,26.066,62825,8443,8443,video
266,14.128,18152,8080,8080,voip
1061,17.503,28408,8554,8554,video
1088,18.709,54269,8443,8443,video
1243,25.947,4418,5004,4418,video
1062,10.018,32482,443,443,file
1284,10.487,61599,8081,8081,file
1500,142.916,27939,5005,5005,video
1126,0.754,64847,21,21,file
1295,6.25,34845,8080,8080,file
701,424.591,15639,8080,8080,web
141,16.615,7050,5061,5061,voip
332,197.888,14766,8443,8443,web
738,11.831,49091,5005,5005,video
212,12.74,53785,8443,8443,voip
1500,4.274,16306,8080,8080,video
1482,59.642,23639,8080,8080,video
357,98.439,39064,443,443,web
342,173.386,44115,8443,8443,web
1500,4.353,5156,443,443,file
617,258.211,61155,80,80,web
153,159.782,47186,8080,8080,web
179,20.954,38173,8443,8443,voip
1343,7.606,3175,990,990,file
876,123.11,38369,443,443,web
481,233.4,20793,80,80,web
994,22.836,57062,5005,5005,video
140,40.078,55231,10000,10000,voip
874,20.309,22413,8443,8443,video
219,536.707,2684,443,443,web
1500,11.613,38005,20,20,file
1131,26.909,59140,1935,1935,video
1491,3.044,2102,443,443,file
194,10.607,20559,443,443,voip
1068,23.664,35989,8080,8080,video
1264,1.123,37902,8081,8081,file
254,386.68,22167,80,80,web
389,194.807,6758,8443,6758,web
1262,337.465,13648,8080,8080,web
768,365.148,39240,443,443,web
492,53.223,22395,80,80,web
947,60.716,55401,8443,8443,web
747,300.667,51000,8080,8080,web
1165,26.142,5909,5004,5004,video
1462,5.057,52283,20,20,file
1262,13.608,33013,20,20,file
216,21.712,12017,10002,10002,voip
1500,10.283,51229,20,20,file
1221,35.935,63178,8080,8080,video
1420,5.83,16016,443,443,file
1432,24.466,38744,1935,1935,video
337,68.429,59716,8443,8443,web
780,78.81,30846,8080,8080,web
1500,2.777,21304,8081,8081,file
109,15.838,46262,5060,5060,voip
168,17.505,64222,8080,8080,voip
1413,6.855,34479,8443,8443,file
1216,4.572,62363,20,20,file
727,227.152,40447,80,80,web
220,20.198,49266,8080,8080,voip
719,39.306,63134,8080,8080,web
60,48.807,14068,443,443,voip
1195,36.795,55579,1935,1935,video
1043,15.498,3363,8443,3363,video
1442,3.47,55094,8080,8080,file
1214,22.655,63602,990,990,file
735,81.845,63581,8443,8443,web
515,444.44,32777,8080,8080,web
178,15.708,36385,5061,5061,voip
405,391.514,60696,443,443,web
1376,1.712,27260,8080,8080,file
1419,1.271,17804,8081,8081,file
1020,1.353,20120,443,443,file
1291,4.218,64708,990,990,file
1500,4.174,63027,8080,8080,file
1500,14.778,14983,1935,1935,video
1342,16.951,43357,5005,5005,video
1364,8.246,27769,990,990,file
332,74.957,34066,10001,10001,voip
1500,17.881,1499,989,989,file
60,6.998,47991,10001,10001,voip
1449,41.329,25348,5004,5004,video
1385,1.764,56736,21,21,file
154,9.106,6997,10001,6997,voip
1362,12.295,35763,20,20,file
418,84.081,63665,443,443,web
445,211.765,25006,8080,8080,web
242,5.339,55023,443,443,voip
1342,26.846,63074,5004,5004,video
1333,7.547,22463,990,990,file
496,575.723,60065,8080,8080,web
1187,184.29,59394,8554,8554,video
776,43.447,53039,8443,8443,video
757,236.588,48272,8080,8080,web
190,9.693,7761,8080,7761,voip
174,44.222,5197,8443,5197,voip
1227,17.636,12011,5005,5005,video
1102,8.875,45657,8081,8081,file
1007,56.081,43570,8080,8080,video
1381,55.372,60594,5005,5005,video
1265,37.405,48315,5004,5004,video
1247,17.702,25290,5004,5004,video
638,194.427,43136,8443,8443,web
210,420.443,6107,8080,6107,web
1500,3.014,19746,8443,8443,file
1021,10.85,37434,8080,8080,video
1399,31.408,35469,5004,5004,video
431,162.803,49676,80,80,web
458,89.811,30415,5061,5061,voip
544,74.369,46093,443,443,web
1383,9.348,18684,989,989,file
797,48.886,64954,80,80,web
1500,60.743,46413,5004,5004,video
184,15.907,46527,5061,5061,voip
1378,47.182,43573,5004,5004,video
1175,36.308,20049,1935,1935,video
994,15.745,10136,5005,5005,video
192,338.261,44321,443,443,web
1079,27.264,31026,8443,8443,video
162,20.555,8095,10001,8095,voip
968,18.545,61499,8554,8554,video
1446,42.129,60172,5005,5005,video
1159,33.769,52699,8554,8554,video
194,20.593,33687,5060,5060,voip
1422,7.324,37891,8443,8443,file
149,14.344,40932,5061,5061,voip
1500,1.543,9310,21,21,file
1374,4.581,40277,989,989,file
943,20.896,42636,443,443,video
1329,2.097,36156,20,20,file
1449,57.575,58611,1935,1935,video
892,21.458,7868,443,443,video
142,17.291,18107,8080,8080,voip
1024,17.162,29134,443,443,video
1500,8.377,52640,8080,8080,file
1500,7.589,20920,21,21,file
1332,6.344,62216,8080,8080,file
175,22.282,63245,10000,10000,voip
1452,6.379,45142,443,443,file
1338,24.785,29855,8443,8443,video
179,13.074,59613,10001,10001,voip
1500,10.978,62372,1935,1935,video
379,402.228,63419,8443,8443,web
1238,3.971,51729,989,989,file
1500,107.516,57285,5005,5005,video
796,40.337,62112,5005,5005,video
213,17.431,60210,5060,5060,voip
203,24.081,14935,10001,10001,voip
1126,34.049,4084,1935,1935,video
1333,2.295,61834,20,20,file
698,288.751,46496,8443,8443,web
1082,15.221,25962,8080,8080,video
195,20.421,13416,10001,10001,voip
214,26.121,45573,10001,10001,voip
1500,1.443,62469,989,989,file
1315,18.548,3287,8443,3287,video
1221,37.114,48507,5005,5005,video
1438,208.873,8166,8443,8166,video
1402,4.458,13919,8443,8443,file
979,194.044,56180,8443,8443,web
1500,34.314,23237,443,443,video
1315,23.476,64230,1935,1935,video
1500,3.506,63617,8080,8080,file
1330,4.844,26667,8081,8081,file
180,17.942,11571,10000,10000,voip
1323,3.664,4190,989,989,file
148,21.145,59494,8443,8443,voip
1391,25.196,37536,5005,5005,video
824,68.966,45610,443,443,web
1224,8.708,50554,21,21,file
218,12.362,56272,10001,10001,voip
912,167.784,2820,8443,2820,web
121,25.579,19056,443,443,voip
1009,98.197,30821,443,443,web
1500,1.136,53697,8080,8080,file
1247,26.685,62646,1935,1935,video
1500,6.33,28840,21,21,file
1268,39.281,2904,5004,2904,video
223,231.371,14706,443,443,web
883,421.999,55697,8443,8443,web
137,23.401,22693,8443,8443,voip
161,5.38,25827,10002,10002,voip
1449,33.693,38919,8554,8554,video
1136,45.047,19959,8443,8443,video
1014,184.162,33252,8443,8443,web
1439,2.672,40288,443,443,file
992,47.779,9509,8443,8443,video
166,14.358,29389,10002,10002,voip
1357,5.614,39375,8443,8443,file
732,61.017,28313,8443,8443,web
203,13.606,62227,5060,5060,voip
228,13.229,19782,10001,10001,voip
1500,1.359,21942,20,20,file
177,14.287,1621,8080,1621,voip
1351,2.212,14125,20,20,file
1016,96.341,24382,443,443,web
1229,29.984,32716,8443,8443,video
911,680.905,45462,8080,8080,web
171,30.666,34584,10000,10000,voip
1092,49.891,16011,8554,8554,video
157,9.247,29765,5061,5061,voip
1213,6.488,39374,20,20,file
105,23.037,9971,5061,5061,voip
1129,2.675,56077,21,21,file
1500,1.192,53795,8443,8443,file
622,128.681,35163,8443,8443,web
262,224.507,39573,443,443,web
245,66.283,54777,443,443,web
1235,25.702,10183,8554,8554,video
1236,4.994,4232,989,989,file
510,99.377,17705,8443,8443,web
583,220.069,32768,443,443,web
1342,22.597,45820,5004,5004,video
593,193.711,50202,8443,8443,web
154,13.966,28230,10001,10001,voip
113,31.599,9432,5060,5060,voip
1500,3.444,29707,8443,8443,file
1500,16.676,13412,443,443,file
201,16.128,16707,8443,8443,voip
989,50.728,28516,8443,8443,video
1012,56.198,61549,8554,8554,video
120,10.536,36530,10002,10002,voip
1430,2.053,26054,8081,8081,file
250,20.745,57046,443,443,voip
245,238.843,18583,443,443,web
1213,47.803,64417,1935,1935,video
1367,40.333,48076,5005,5005,video
323,299.201,33793,8080,8080,web
1168,5.014,3083,8443,3083,file
160,10.042,54260,443,443,voip
250,10.486,10058,443,443,voip
973,27.361,42540,8080,8080,video
90,30.602,39354,5060,5060,voip
1245,67.731,40443,8443,8443,video
1248,7.165,53913,989,989,file
1016,3.548,4951,990,990,file
1367,2.59,37983,8081,8081,file
153,12.271,18304,443,443,voip
1313,19.696,25070,5004,5004,video
715,101.983,15391,443,443,web
1188,26.381,39557,5005,5005,video
1464,8.877,2368,443,443,file
859,213.129,37340,443,443,web
1293,40.235,14680,8443,8443,video
1445,0.742,50494,21,21,file
1183,2.117,10930,8443,8443,file
178,23.582,9612,5060,5060,voip
126,27.987,11591,443,443,voip
221,13.071,55832,443,443,voip
1202,346.734,14816,80,80,web
608,267.586,9907,443,443,web
1452,18.632,25481,443,443,video
1500,3.188,47936,443,443,file
827,273.063,48935,443,443,web
1150,3.413,30188,990,990,file
1097,44.3,12346,443,443,video
1463,2.884,46716,990,990,file
1500,2.566,7908,443,443,file
1162,0.703,40546,443,443,file
543,434.289,46047,8443,8443,web
716,142.5,47323,8080,8080,web
1356,11.269,53631,443,443,file
186,13.26,40292,10001,10001,voip
96,13.853,3099,10002,3099,voip
150,24.442,32390,8080,8080,voip
854,324.593,41601,80,80,web
1403,0.87,59313,443,443,file
165,5.888,34310,10001,10001,voip
60,39.435,29693,10001,10001,voip
1053,3.549,50814,990,990,file
1388,7.135,16055,8081,8081,file
1187,7.891,56270,21,21,file
990,21.769,15532,8443,8443,video
1500,1.486,5334,20,20,file
947,27.687,51765,8080,8080,video
908,14.549,58682,443,443,video
191,20.825,7717,5061,5061,voip
1341,6.612,11287,21,21,file
1083,9.947,5996,8080,5996,video
1319,16.407,33362,8080,8080,video
1351,5.025,6785,990,990,file
159,18.028,34326,10002,10002,voip
558,59.363,9962,443,443,web
218,18.028,59423,10002,10002,voip
505,101.556,64934,8080,8080,web
1163,7.876,14325,8081,8081,file
1313,7.138,57064,8081,8081,file
1196,23.503,36556,8080,8080,video
150,13.553,63533,10000,10000,voip
1429,1.354,55391,21,21,file
131,5.215,32123,10001,10001,voip
1091,169.154,56730,5005,5005,video
1099,113.319,13752,5005,5005,video
1493,32.967,62014,8080,8080,video
1468,3.019,49195,443,443,file
1024,30.993,23812,443,443,video
919,52.123,30588,1935,1935,video
877,5.147,3182,8554,3182,video
104,13.361,62534,10000,10000,voip
667,51.109,22243,8080,8080,web
1500,2.4,10412,8443,8443,file
1308,4.357,41254,8081,8081,file
629,247.972,43153,8080,8080,web
860,76.805,23771,443,443,web
187,22.086,1827,10001,1827,voip
1004,1.642,17879,443,443,file
1500,52.67,59895,1935,1935,video
1318,4.141,3473,20,20,file
128,62.693,10301,5061,5061,voip
913,169.253,19858,8443,8443,web
398,455.559,35239,8080,8080,web
99,12.165,8435,443,443,voip
1228,8.707,54713,443,443,file
171,14.764,49934,10000,10000,voip
570,258.771,5899,80,80,web
1197,168.751,17362,8080,8080,web
1033,167.77,64510,80,80,web
818,288.506,15654,8080,8080,web
200,44.153,40727,8080,8080,voip
874,483.084,50650,443,443,web
154,15.082,52906,10001,10001,voip
1427,7.211,61147,8081,8081,file
282,239.79,52678,8080,8080,web
105,24.043,20658,443,443,voip
1290,22.538,40787,8080,8080,video
222,25.403,24122,8443,8443,voip
697,215.37,18561,8080,8080,web
199,28.264,17361,10000,10000,voip
993,33.395,23927,5004,5004,video
267,240.532,5277,443,443,web
1194,1.881,39096,20,20,file
193,17.899,3688,8443,3688,voip
1500,61.746,12185,8080,8080,video
199,16.717,38161,10001,10001,voip
1281,6.19,3614,443,443,file
186,21.134,45074,5060,5060,voip
212,130.385,42511,8080,8080,web
930,449.253,55416,8443,8443,web
123,21.338,21035,5060,5060,voip
348,161.354,27347,443,443,web
194,22.616,9860,8080,8080,voip
1013,7.092,54370,989,989,file
1500,5.269,62359,990,990,file
1070,5.274,59098,8443,8443,file
1104,10.841,37222,8443,8443,file
186,1000.0,21384,8443,8443,web
827,383.107,22376,8080,8080,web
1224,19.501,8805,8080,8080,video
225,7.553,9874,10000,9874,voip
60,45.439,21422,10001,10001,voip
1419,2.452,23316,20,20,file
1084,7.831,26925,989,989,file
1088,155.122,39774,8080,8080,web
805,335.954,8738,443,443,web
108,11.178,28652,10001,10001,voip
188,45.236,32203,10001,10001,voip
1500,3.534,22811,8443,8443,file
1060,2.27,15139,21,21,file
132,62.217,30142,5061,5061,voip
238,12.521,13560,10000,10000,voip
172,23.437,26843,8080,8080,voip
1418,28.674,24887,8080,8080,video
130,22.917,64544,5060,5060,voip
431,591.856,40859,8080,8080,web
163,16.147,36561,8443,8443,voip
1125,36.379,34383,443,443,video
945,40.947,40554,1935,1935,video
963,328.921,18531,8443,8443,web
1500,30.449,64591,5005,5005,video
1026,23.707,43365,8080,8080,video
213,12.529,48687,8443,8443,voip
225,27.067,1385,10002,1385,voip
994,22.674,60768,1935,1935,video
1255,4.049,64631,8081,8081,file
481,49.156,14043,443,443,web
1500,47.856,35293,8554,8554,video
1266,3.295,17486,8080,8080,file
970,56.321,64705,5005,5005,video
275,10.948,45432,8443,8443,voip
334,100.392,5325,443,443,web
1482,2.86,45909,21,21,file
1053,26.287,27779,8554,8554,video
1500,5.357,58396,21,21,file
187,9.621,55882,5060,5060,voip
281,144.919,4559,443,443,web
1291,29.789,21133,5004,5004,video
920,27.804,52654,5004,5004,video
145,16.653,42221,8443,8443,voip
199,12.88,26378,8443,8443,voip
1500,4.953,11434,989,989,file
1500,4.606,46107,989,989,file
1191,25.528,47440,5004,5004,video
1019,87.919,53548,1935,1935,video
172,15.068,35707,5060,5060,voip
190,15.155,12739,10000,10000,voip
1482,23.263,11117,8080,8080,video
1500,4.971,9042,20,20,file
1239,17.248,3043,5004,3043,video
343,851.123,53633,8443,8443,web
1203,27.925,57943,443,443,video
563,113.879,21196,8080,8080,web
1012,31.879,36018,8554,8554,video
1401,2.903,17469,8443,8443,file
421,311.345,8277,80,80,web
258,8.695,25221,10001,10001,voip
1387,32.277,1091,8554,1091,video
140,65.819,54190,10002,10002,voip
872,684.611,41013,8443,8443,web
180,7.729,50352,10001,10001,voip
1394,3.89,8979,8081,8081,file
222,14.078,64896,5061,5061,voip
1336,5.846,33840,8080,8080,file
451,13.366,8685,10001,8685,voip
518,186.605,63019,443,443,web
1214,108.122,53312,5005,5005,video
1006,24.603,13821,5004,5004,video
989,345.414,26197,8443,8443,web
1331,2.926,48956,989,989,file
1500,3.06,63328,989,989,file
907,221.667,36791,80,80,web
1459,3.41,33185,989,989,file
201,28.66,4719,5061,4719,voip
777,451.419,42987,8080,8080,web
1464,0.872,4471,443,443,file
1087,5.819,56898,8443,8443,file
1288,3.504,36346,989,989,file
1500,16.135,39409,20,20,file
126,20.095,30144,8080,8080,voip
1451,7.769,13571,8443,8443,file
1012,5.775,26598,989,989,file
1342,2.807,2311,21,21,file
1500,24.709,37160,443,443,video
1447,1.129,16736,989,989,file
307,258.75,60370,8080,8080,web
1444,3.105,56665,8081,8081,file
1051,210.224,54327,443,443,web
600,124.358,62614,8443,8443,web
137,28.564,44203,8080,8080,voip
1037,9.641,52386,21,21,file
119,34.982,59605,10000,10000,voip
203,33.897,59169,10002,10002,voip
433,13.496,50280,5061,5061,voip
408,383.803,50555,8080,8080,web
914,55.738,35332,5004,5004,video
1422,24.115,49711,1935,1935,video
1189,21.092,18537,1935,1935,video
201,17.035,44990,10001,10001,voip
321,292.083,16896,8080,8080,web
60,26.005,30068,10001,10001,voip
1442,9.103,6656,989,989,file
253,12.784,37386,5061,5061,voip
1076,23.909,53087,21,21,file
1500,6.497,14271,8081,8081,file
845,37.868,13773,443,443,video
1061,41.092,33620,8080,8080,video
336,33.431,2757,80,80,web
449,42.841,27647,8080,8080,voip
143,31.636,48125,8080,8080,voip
892,145.091,28263,443,443,web
836,38.682,28903,5005,5005,video
600,154.191,36693,8080,8080,web
168,10.477,25353,8080,8080,voip
461,93.66,32778,8443,8443,web
783,178.343,6721,8080,6721,web
389,132.524,46207,8080,8080,web
1054,171.904,61830,8080,8080,web
1250,108.689,18888,8554,8554,video
1379,47.148,57160,8443,8443,video
1500,4.256,62267,443,443,file
135,15.718,2699,5061,2699,voip
1051,54.329,14710,8080,8080,video
666,228.667,26393,443,443,web
995,24.31,38844,1935,1935,video
1500,1.851,54950,989,989,file
1103,32.0,21686,443,443,video
179,27.734,14237,5061,5061,voip
938,58.007,47098,5004,5004,video
1500,66.942,54110,5005,5005,video
1125,4.803,13980,8080,8080,file
1500,6.279,58465,20,20,file
704,38.1,7250,443,443,web
1185,4.451,56179,21,21,file
1245,5.762,7745,8081,7745,file
1169,31.827,9455,5005,5005,video
1070,3.46,57417,21,21,file
301,229.501,32175,8080,8080,web
1352,48.923,57271,8554,8554,video
1500,3.467,20053,8080,8080,file
1463,1.474,58801,989,989,file
1237,3.495,15952,20,20,file
219,562.292,43218,8080,8080,web
565,680.252,34048,8080,8080,web
1217,53.899,16557,8080,8080,video
1244,352.83,29070,8443,8443,web
786,332.085,49089,8080,8080,web
184,5.002,11029,443,443,voip
875,912.716,37782,80,80,web
1158,13.695,45984,8080,8080,video
1446,18.352,46266,1935,1935,video
60,14.805,9102,8443,8443,voip
1393,36.444,22962,443,443,video
1500,5.134,31314,989,989,file
1459,3.772,58989,8080,8080,file
1031,18.093,10568,443,443,video
1489,4.019,53682,21,21,file
364,508.358,34391,443,443,web
113,17.1,25714,10001,10001,voip
862,335.314,20239,8443,8443,web
1168,89.995,60693,443,443,web
1377,4.123,14398,20,20,file
414,153.916,31969,443,443,web
386,139.039,49178,8080,8080,web
748,47.612,50133,5004,5004,video
176,27.528,11751,5061,5061,voip
1232,30.041,18649,443,443,video
1226,2.369,61903,20,20,file
1500,5.903,39296,8080,8080,file
130,15.25,38565,8080,8080,voip
742,139.038,14570,8080,8080,web
194,19.807,6089,5061,5061,voip
1241,1.754,20798,8081,8081,file
977,370.989,44141,8080,8080,web
454,478.307,35960,8080,8080,web
753,278.161,19711,443,443,web
1445,27.147,50889,5005,5005,video
817,287.03,46375,8443,8443,web
524,827.532,21525,443,443,web
60,23.579,7184,8080,7184,voip
689,252.938,28254,8080,8080,web
110,77.216,21654,5060,5060,voip
163,15.707,20683,8443,8443,voip
994,90.701,55557,8080,8080,web
1056,2.285,25117,8443,8443,file
127,18.033,29691,10001,10001,voip
1388,5.935,62480,990,990,file
195,18.09,16872,8443,8443,voip
630,453.255,16426,443,443,web
241,669.656,26521,80,80,web
144,15.775,53903,8443,8443,voip
1157,2.937,59672,8081,8081,file
1405,1.958,2221,990,990,file
630,36.12,63244,8443,8443,web
156,22.622,17365,10001,10001,voip
1155,3.647,12386,20,20,file
1349,6.293,20383,443,443,file
1250,40.277,18523,8443,8443,video
1044,494.741,1173,8080,1173,web
1315,19.302,23459,1935,1935,video
1415,25.352,57168,5005,5005,video
149,22.133,43456,443,443,voip
1500,9.004,11111,20,20,file
1500,0.91,16443,20,20,file
894,49.505,4047,1935,1935,video
220,16.806,22112,5061,5061,voip
944,55.715,28922,5004,5004,video
1121,27.171,6458,5004,5004,video
1424,34.959,22588,8554,8554,video
1120,22.338,33045,8554,8554,video
1500,28.902,45007,443,443,file
1097,194.64,51657,8554,8554,video
160,9.589,21427,443,443,voip
875,88.333,23147,8554,8554,video
78,7.91,54681,5060,5060,voip
1041,1.749,51379,8443,8443,file
1500,5.043,34212,8080,8080,file
1060,36.481,1472,8554,1472,video
1023,52.924,17021,8554,8554,video
115,44.267,48167,8443,8443,voip
782,57.157,6643,443,443,video
1296,4.254,22016,8443,8443,file
1150,56.348,8271,5005,5005,video
1222,23.689,21316,443,443,video
1096,262.134,16784,443,443,web
1238,2.757,10419,8081,8081,file
842,22.159,24708,1935,1935,video
1173,38.807,59141,443,443,video
1494,35.454,63770,8443,8443,video
1328,3.95,60507,989,989,file
605,212.126,4338,8080,4338,web
1022,35.773,48549,5004,5004,video
957,40.613,52074,8554,8554,video
1421,5.291,59583,443,443,file
221,13.64,8428,10002,8428,voip
981,4.439,6116,21,21,file
1373,12.949,50342,8443,8443,file
1453,11.01,60606,443,443,file
987,204.682,40084,8080,8080,web
791,156.557,20041,80,80,web
221,26.166,38024,10000,10000,voip
1192,1.293,28941,8081,8081,file
1028,196.602,52162,8443,8443,web
1217,2.911,56853,8080,8080,file
141,14.953,15302,10000,10000,voip
1500,2.604,18898,989,989,file
158,7.811,49828,8443,8443,voip
1268,32.669,13430,1935,1935,video
743,8.71,62065,8443,8443,video
1358,7.698,61583,443,443,file
60,39.891,8524,5061,5061,voip
1346,42.192,3501,5004,3501,video
681,77.43,53075,5005,5005,video
1309,28.952,40150,443,443,video
1386,3.455,1104,989,989,file
798,561.567,31018,8443,8443,web
918,120.65,49779,443,443,web
1397,3.214,33153,989,989,file
75,22.485,8266,8443,8266,voip
165,20.736,28636,10000,10000,voip
826,243.558,39481,80,80,web
1171,13.771,53065,5004,5004,video
195,13.996,2157,10002,2157,voip
907,17.12,10110,8554,8554,video
1374,6.702,44029,21,21,file
158,16.79,14341,10002,10002,voip
659,103.523,13136,80,80,web
964,39.867,18551,5005,5005,video
1103,538.967,8089,8443,8089,web
320,539.336,47235,8080,8080,web
1290,22.32,18562,5004,5004,video
131,31.352,29369,10000,10000,voip
359,5.634,46332,10000,10000,voip
1095,34.685,51742,8554,8554,video
161,8.443,47214,10002,10002,voip
150,18.701,58881,10001,10001,voip
809,32.029,36266,5005,5005,video
489,207.918,7239,80,80,web
1107,28.689,3567,1935,1935,video
1500,20.367,64964,21,21,file
1457,5.629,53101,8080,8080,file
1500,5.857,40994,8443,8443,file
1343,17.948,45275,8554,8554,video
399,350.743,56991,8443,8443,web
1216,5.059,13241,20,20,file
478,269.388,36435,8443,8443,web
167,89.763,15470,443,443,web
1115,6.825,6338,443,443,file
143,33.315,8099,443,443,voip
997,82.173,41838,1935,1935,video
932,57.792,44632,8443,8443,video
1090,6.809,2605,8080,2605,file
626,656.583,53964,80,80,web
1293,30.51,57538,8443,8443,video
1348,10.629,33319,8443,8443,file
1500,46.38,60024,5005,5005,video
1137,5.748,45612,8080,8080,file
1147,21.804,7018,8554,7018,video
1236,16.629,52182,5005,5005,video
122,30.789,56056,10001,10001,voip
1449,9.978,45837,8554,8554,video
1375,28.187,46881,5004,5004,video
1500,5.501,22916,21,21,file
1214,31.241,52084,8443,8443,video
1040,339.849,57945,80,80,web
847,51.236,2731,5005,2731,video
924,36.81,13460,8080,8080,video
237,474.522,22181,80,80,web
1200,42.953,43825,8554,8554,video
927,15.001,52681,443,443,video
1092,10.437,40804,989,989,file
205,22.761,25195,8080,8080,voip
1500,3.861,10499,8443,8443,file
78,35.293,44699,5061,5061,voip
1403,2.793,7094,8081,7094,file
1009,8.726,49725,990,990,file
1182,50.799,30967,5005,5005,video
182,34.657,25573,5061,5061,voip
1098,13.169,43800,8443,8443,video
614,274.418,59100,8080,8080,web
1183,20.591,37278,8443,8443,video
250,21.931,30922,10002,10002,voip
187,7.811,50990,5060,5060,voip
181,20.102,39632,10001,10001,voip
1132,5.004,27709,443,443,file
163,19.612,57305,5061,5061,voip
175,44.595,4314,8080,4314,voip
1500,15.854,12182,20,20,file
316,394.834,1771,8080,1771,web
1277,65.025,51441,5004,5004,video
1500,1.629,18923,443,443,file
1464,38.694,35698,8554,8554,video
209,27.397,24032,5060,5060,voip
208,13.781,25851,10001,10001,voip
1192,58.117,16482,8554,8554,video
1097,14.325,41439,8554,8554,video
1283,1.075,28103,8443,8443,file
151,19.511,35005,5061,5061,voip
959,82.587,53961,443,443,web
313,30.438,20060,443,443,voip
1274,94.201,6377,80,80,web
1036,22.753,43201,5005,5005,video
1465,71.74,22457,8554,8554,video
1211,40.705,2362,8443,2362,video
755,433.109,32803,443,443,web
850,321.585,46848,443,443,web
378,68.188,56110,8080,8080,web
1456,33.122,54161,8443,8443,video
