controller,event_id,traffic_type,src,dst,path,throughput_mbps,delay_ms,install_ms,cpu_percent,rerouted,congestion_handled,overloaded_links
pox,73,file,h2,h3,s2->s3,9.761,5.892,50.34,18.76,True,True,1
pox,74,file,h4,h3,s4->s3,0.801,10.582,51.36,16.341,False,False,1
pox,75,voip,h6,h4,s6->s3->s4,0.119,16.266,56.272,17.188,False,False,1
pox,76,voip,h3,h4,s3->s6->s1->s4,0.115,40.547,45.87,18.635,True,True,1
pox,77,video,h4,h6,s4->s5->s2->s3->s6,0.712,33.493,44.24,24.541,True,True,3
pox,78,file,h4,h3,s4->s3,3.782,10.479,49.515,18.651,False,False,2
pox,79,voip,h2,h6,s2->s3->s6,0.118,12.778,54.903,20.121,False,False,2
pox,80,voip,h2,h6,s2->s3->s6,0.117,12.695,50.637,17.886,False,False,0
pox,81,voip,h2,h3,s2->s3,0.122,5.931,45.452,18.788,False,False,0
pox,82,voip,h2,h3,s2->s3,0.112,6.59,47.096,16.526,False,False,0
pox,83,web,h6,h3,s6->s3,0.969,9.127,48.487,17.106,False,False,1
pox,84,voip,h2,h4,s2->s3->s4,0.107,13.766,48.19,20.787,False,False,1
pox,85,web,h6,h3,s6->s1->s2->s3,0.953,30.295,44.567,20.511,True,True,1
pox,86,web,h6,h3,s6->s1->s2->s3,0.883,30.547,50.855,15.811,False,False,0
pox,87,voip,h3,h6,s3->s6,0.107,6.824,46.246,18.781,False,False,0
pox,88,file,h6,h5,s6->s3->s2->s5,5.593,17.626,38.103,18.223,False,False,0
pox,89,video,h1,h3,s1->s2->s3,6.158,7.912,48.458,18.587,False,False,0
pox,90,voip,h6,h4,s6->s3->s4,0.113,15.082,43.314,14.564,False,False,0
pox,91,file,h6,h3,s6->s3,8.677,6.549,47.102,18.428,False,False,0
pox,92,web,h3,h6,s3->s2->s5->s6,1.026,21.201,45.82,18.932,False,False,0
pox,93,video,h1,h3,s1->s2->s3,6.002,9.837,42.555,14.704,False,False,0
pox,94,file,h1,h2,s1->s2,3.992,6.802,42.314,19.617,False,False,1
pox,95,video,h6,h3,s6->s3,5.195,7.421,42.675,16.612,False,False,0
pox,96,web,h3,h1,s3->s4->s1,0.634,27.216,42.768,22.425,False,False,2
pox,97,voip,h4,h2,s4->s5->s2,0.118,17.844,49.276,22.814,True,True,2
pox,98,file,h5,h2,s5->s2,3.103,8.582,43.173,19.676,False,False,2
pox,99,video,h3,h5,s3->s6->s5,2.814,19.445,45.269,18.266,True,True,1
pox,100,file,h1,h2,s1->s2,10.207,6.594,47.845,19.93,False,False,1
pox,101,file,h4,h6,s4->s5->s6,0.723,29.675,49.457,21.331,False,False,2
pox,102,file,h4,h6,s4->s1->s2->s3->s6,0.72,33.1,44.126,25.496,False,False,5
pox,103,video,h6,h3,s6->s1->s2->s3,3.201,32.193,45.776,25.146,True,True,5
pox,104,voip,h2,h6,s2->s3->s6,0.118,11.26,46.619,22.611,False,False,3
pox,105,web,h2,h3,s2->s3,0.892,6.122,47.859,17.049,False,False,0
pox,106,voip,h6,h4,s6->s3->s4,0.108,16.528,44.234,18.149,False,False,0
pox,107,voip,h1,h3,s1->s2->s3,0.12,9.547,47.81,18.565,False,False,0
pox,108,voip,h1,h3,s1->s2->s3,0.119,10.365,42.144,18.423,False,False,0
pox,109,video,h1,h4,s1->s4,4.162,13.836,45.999,16.342,False,False,0
pox,110,web,h3,h1,s3->s4->s1,1.024,21.023,47.602,15.124,False,False,0
pox,111,file,h1,h2,s1->s2,10.876,4.517,43.049,15.617,False,False,0
pox,112,file,h6,h5,s6->s3->s2->s5,9.766,15.921,37.176,14.962,False,False,0
pox,113,file,h3,h6,s3->s6,10.097,7.053,43.907,16.208,False,False,0
pox,114,web,h1,h6,s1->s6,0.933,20.987,44.576,16.524,False,False,0
pox,115,video,h6,h3,s6->s1->s2->s3,5.344,27.836,47.111,14.242,False,False,0
pox,116,web,h3,h1,s3->s4->s1,0.989,21.003,49.09,14.69,False,False,0
pox,117,web,h6,h3,s6->s3,0.957,8.294,50.892,17.706,False,False,1
pox,118,web,h4,h1,s4->s1,0.88,12.642,57.268,15.32,False,False,0
pox,119,web,h1,h2,s1->s2,1.016,4.186,61.148,16.234,False,False,0
pox,120,voip,h6,h3,s6->s3,0.111,8.31,46.685,17.094,False,False,0
pox,121,file,h4,h3,s4->s5->s6->s3,6.995,27.488,46.489,14.143,False,False,0
pox,122,voip,h2,h4,s2->s3->s4,0.108,10.832,50.036,14.496,False,False,0
pox,123,video,h2,h5,s2->s5,5.832,7.737,48.534,16.081,False,False,0
pox,124,voip,h2,h6,s2->s3->s6,0.114,11.064,48.695,15.777,False,False,0
pox,125,file,h4,h3,s4->s3,11.342,7.097,46.427,18.446,False,False,0
pox,126,file,h5,h6,s5->s6,8.929,9.545,58.884,18.813,False,False,0
pox,127,voip,h2,h4,s2->s3->s4,0.119,12.023,70.554,15.31,False,False,0
pox,128,file,h5,h3,s5->s4->s3,9.167,16.557,51.57,14.079,False,False,0
pox,129,video,h2,h1,s2->s1,5.515,4.482,45.633,17.094,False,False,0
pox,130,file,h6,h3,s6->s3,12.553,7.357,46.321,14.209,False,False,0
pox,131,voip,h2,h6,s2->s3->s6,0.122,10.794,52.048,17.813,False,False,0
pox,132,file,h1,h5,s1->s2->s5,3.201,12.835,49.803,19.907,False,False,1
pox,133,web,h2,h4,s2->s3->s4,0.884,10.838,46.451,16.605,False,False,0
pox,134,file,h5,h6,s5->s6,9.86,11.1,44.561,16.206,False,False,0
pox,135,voip,h4,h5,s4->s5,0.118,9.709,44.237,18.753,False,False,0
pox,136,web,h2,h1,s2->s1,0.891,6.258,50.719,17.622,False,False,0
pox,137,file,h4,h6,s4->s1->s6,7.583,29.426,47.776,17.157,False,False,0
pox,138,file,h2,h3,s2->s3,12.321,5.005,48.39,15.652,False,False,0
pox,139,file,h1,h5,s1->s2->s5,8.371,12.54,50.181,18.694,False,False,0
pox,140,web,h3,h1,s3->s4->s1,0.94,17.649,42.089,16.991,False,False,0
pox,141,video,h1,h5,s1->s4->s5,5.256,25.261,43.684,17.405,False,False,0
pox,142,video,h1,h2,s1->s2,5.57,4.345,42.049,17.511,False,False,0
pox,143,web,h1,h4,s1->s2->s3->s4,0.98,20.349,47.162,17.037,False,False,0
pox,144,web,h3,h4,s3->s6->s5->s4,0.641,33.544,46.3,20.381,False,False,2
pox,145,web,h3,h4,s3->s4,0.865,11.356,42.108,18.39,True,True,2
pox,146,video,h6,h2,s6->s3->s2,1.188,13.347,42.953,26.824,False,False,4
pox,147,voip,h6,h3,s6->s1->s4->s3,0.107,43.497,48.7,22.694,True,True,3
pox,148,file,h6,h5,s6->s1->s2->s5,5.565,33.861,46.371,21.094,True,True,3
pox,149,web,h3,h6,s3->s6,0.932,7.426,45.584,18.755,False,False,0
pox,150,file,h1,h5,s1->s2->s5,11.493,10.637,43.213,18.015,False,False,0
pox,151,web,h6,h2,s6->s5->s2,0.674,23.617,44.124,21.18,False,False,2
pox,152,web,h5,h4,s5->s2->s1->s4,0.71,30.488,46.733,22.757,False,False,4
pox,153,web,h3,h2,s3->s2,1.012,5.197,44.187,21.897,False,False,3
pox,154,file,h6,h4,s6->s3->s4,0.887,18.563,44.106,22.776,False,False,4
pox,155,web,h4,h1,s4->s5->s6->s1,1.008,47.959,46.234,22.799,True,True,3
pox,156,voip,h6,h3,s6->s1->s2->s3,0.119,33.211,43.414,20.26,True,True,2
pox,157,file,h1,h2,s1->s2,8.749,5.735,44.22,18.45,False,False,0
pox,158,voip,h4,h5,s4->s5,0.121,11.3,33.27,15.451,False,False,0
pox,159,file,h4,h6,s4->s1->s2->s3->s6,4.643,29.548,45.298,15.164,False,False,0
pox,160,voip,h4,h5,s4->s5,0.118,10.98,37.498,16.013,False,False,0
pox,161,voip,h4,h5,s4->s5,0.121,10.775,42.228,15.243,False,False,0
pox,162,voip,h4,h3,s4->s3,0.109,10.526,42.415,15.705,False,False,0
pox,163,voip,h6,h4,s6->s3->s4,0.112,14.914,41.236,16.801,False,False,0
pox,164,file,h4,h6,s4->s5->s6,6.321,22.954,46.983,14.37,False,False,0
pox,165,file,h3,h2,s3->s2,7.014,6.334,46.178,14.632,False,False,0
pox,166,video,h1,h6,s1->s2->s3->s6,1.411,16.918,40.947,21.442,False,False,2
pox,167,voip,h5,h4,s5->s4,0.122,10.592,44.182,19.119,False,False,2
pox,168,file,h5,h3,s5->s4->s3,8.083,19.335,44.851,21.869,False,False,2
pox,169,file,h3,h2,s3->s4->s5->s2,8.083,26.327,43.823,14.549,True,True,0
pox,170,file,h3,h2,s3->s4->s5->s2,8.515,24.559,40.73,16.963,False,False,0
pox,171,voip,h3,h4,s3->s6->s1->s4,0.116,37.888,43.696,17.062,False,False,0
pox,172,video,h5,h4,s5->s4,0.707,14.469,47.468,16.198,False,False,1
pox,173,voip,h4,h3,s4->s3,0.115,8.137,35.33,19.467,False,False,1
pox,174,video,h5,h4,s5->s2->s1->s4,3.259,26.097,41.028,19.286,True,True,1
pox,175,video,h1,h3,s1->s2->s3,3.268,11.909,42.3,17.397,False,False,1
pox,176,voip,h6,h4,s6->s3->s4,0.111,13.774,45.324,18.315,False,False,1
pox,177,video,h6,h2,s6->s5->s2,0.645,24.49,42.318,18.43,False,False,2
pox,178,web,h4,h1,s4->s1,0.977,15.184,45.528,18.171,False,False,2
pox,179,web,h6,h3,s6->s3,0.934,5.955,51.22,22.161,False,False,2
pox,180,voip,h2,h3,s2->s3,0.112,5.48,45.065,14.909,False,False,0
pox,181,file,h4,h3,s4->s3,10.474,7.454,46.217,14.851,False,False,0
pox,182,file,h4,h6,s4->s1->s6,6.375,32.914,47.567,18.108,False,False,0
pox,183,voip,h3,h6,s3->s6,0.122,7.226,50.485,17.74,False,False,0
pox,184,video,h1,h2,s1->s2,5.943,4.783,41.932,16.877,False,False,0
pox,185,voip,h4,h2,s4->s5->s2,0.119,17.954,44.767,18.594,False,False,0
pox,186,web,h4,h3,s4->s3,1.015,8.469,45.021,15.622,False,False,0
pox,187,web,h3,h6,s3->s2->s5->s6,0.958,23.227,44.876,14.834,False,False,0
pox,188,web,h2,h3,s2->s3,0.931,4.661,44.263,14.593,False,False,0
pox,189,video,h1,h3,s1->s2->s3,6.115,9.069,48.203,17.347,False,False,0
pox,190,video,h2,h1,s2->s1,5.573,5.643,44.512,15.642,False,False,0
pox,191,voip,h2,h3,s2->s3,0.123,5.468,43.982,16.478,False,False,0
pox,192,voip,h4,h5,s4->s5,0.11,10.124,43.513,17.652,False,False,0
pox,193,web,h2,h1,s2->s1,0.943,5.916,42.17,14.159,False,False,0
pox,194,web,h6,h5,s6->s3->s2->s5,1.01,20.687,34.693,17.235,False,False,1
pox,195,web,h3,h6,s3->s6,0.904,6.504,46.916,16.889,False,False,0
pox,196,file,h5,h3,s5->s4->s3,9.559,16.02,44.836,15.102,False,False,0
pox,197,video,h2,h3,s2->s1->s4->s3,0.642,29.75,44.612,16.321,False,False,1
pox,198,voip,h4,h5,s4->s5,0.12,10.674,43.856,18.871,False,False,1
pox,199,web,h1,h2,s1->s2,0.922,6.464,46.186,21.734,False,False,2
pox,200,video,h2,h5,s2->s3->s6->s5,3.697,24.395,41.503,19.415,False,False,1
pox,201,web,h5,h1,s5->s4->s1,0.662,30.995,41.57,21.997,False,False,2
pox,202,file,h4,h6,s4->s3->s6,1.527,17.706,44.987,24.358,True,True,4
pox,203,video,h1,h4,s1->s6->s5->s4,1.11,46.96,46.52,22.758,True,True,4
pox,204,web,h6,h1,s6->s1,0.903,22.192,46.424,20.005,False,False,2
pox,205,web,h2,h1,s2->s1,0.886,5.411,43.916,19.384,False,False,2
pox,206,file,h3,h4,s3->s2->s5->s4,0.636,28.136,33.308,25.141,False,False,4
pox,207,voip,h4,h5,s4->s5,0.122,15.633,43.055,20.019,False,False,3
pox,208,file,h4,h1,s4->s1,0.734,16.757,40.738,22.563,False,False,3
pox,209,video,h1,h6,s1->s2->s3->s6,6.034,15.421,43.986,17.696,False,False,1
pox,210,file,h4,h1,s4->s3->s2->s1,0.863,21.093,43.443,24.05,False,False,4
pox,211,voip,h1,h4,s1->s4,0.118,15.768,43.235,20.617,False,False,3
pox,212,file,h2,h3,s2->s5->s6->s3,0.635,29.941,41.228,30.546,False,False,6
pox,213,web,h5,h3,s5->s2->s3,1.006,13.889,41.23,23.869,False,False,4
pox,214,file,h1,h5,s1->s6->s5,0.976,36.085,47.02,25.461,True,True,4
pox,215,file,h1,h2,s1->s2,7.854,5.396,50.368,24.737,False,False,3
pox,216,video,h4,h3,s4->s3,0.82,11.089,46.412,18.016,False,False,2
pox,217,video,h2,h5,s2->s1->s4->s5,4.566,30.52,44.541,18.702,True,True,1
pox,218,video,h6,h2,s6->s5->s2,3.382,22.09,41.923,18.052,False,False,1
pox,219,voip,h5,h1,s5->s2->s1,0.117,13.084,45.067,17.512,False,False,0
pox,220,voip,h2,h6,s2->s3->s6,0.116,10.972,41.19,16.402,False,False,0
pox,221,voip,h2,h6,s2->s3->s6,0.117,12.202,47.446,17.761,False,False,0
pox,222,web,h5,h3,s5->s2->s3,0.937,12.708,42.066,15.31,False,False,0
pox,223,file,h1,h3,s1->s2->s3,12.603,10.468,47.22,15.453,False,False,0
pox,224,video,h2,h3,s2->s1->s4->s3,5.813,25.819,44.412,16.349,False,False,0
pox,225,file,h6,h3,s6->s3,2.095,7.708,44.894,17.97,False,False,1
pox,226,video,h2,h5,s2->s5,6.104,7.154,47.067,16.826,False,False,1
pox,227,video,h6,h2,s6->s1->s2,1.686,34.005,42.083,18.433,True,True,0
pox,228,file,h3,h1,s3->s2->s1,2.046,10.955,42.895,20.552,False,False,1
pox,229,web,h4,h1,s4->s1,0.7,17.119,42.259,22.461,False,False,2
pox,230,file,h1,h3,s1->s2->s5->s4->s3,0.698,39.463,44.382,28.49,False,False,5
pox,231,voip,h3,h6,s3->s6,0.113,7.043,42.742,26.48,False,False,5
pox,232,web,h1,h6,s1->s2->s3->s6,0.964,15.845,44.399,23.134,False,False,3
pox,233,web,h3,h4,s3->s6->s5->s4,1.006,30.051,45.23,17.624,True,True,1
pox,234,voip,h3,h6,s3->s6,0.118,8.047,44.482,16.936,False,False,1
pox,235,web,h2,h3,s2->s3,0.885,7.019,33.754,18.814,False,False,1
pox,236,web,h1,h4,s1->s4,0.899,15.543,42.036,19.655,True,True,1
pox,237,voip,h5,h6,s5->s6,0.118,11.707,43.666,14.391,False,False,0
pox,238,voip,h3,h5,s3->s6->s5,0.112,16.694,47.131,16.33,False,False,0
pox,239,file,h5,h6,s5->s6,0.685,14.629,45.341,18.723,False,False,1
raw,0,video,h3,h6,s3->s6,5.584,6.602,40.07,12.419,False,False,0
raw,1,video,h3,h6,s3->s6,5.913,5.867,39.165,12.9,False,False,0
raw,2,video,h3,h6,s3->s6,5.736,5.203,41.763,12.362,False,False,0
raw,3,video,h6,h1,s6->s3->s2->s1,5.994,13.28,41.505,13.09,False,False,0
raw,4,video,h3,h1,s3->s4->s1,5.329,22.087,39.718,11.967,False,False,0
raw,5,video,h6,h1,s6->s3->s2->s1,5.381,14.55,41.382,10.485,False,False,0
raw,6,web,h2,h3,s2->s3,1.018,3.938,41.662,12.292,False,False,0
raw,7,video,h6,h1,s6->s3->s2->s1,5.453,12.37,42.484,12.803,False,False,0
raw,8,video,h3,h6,s3->s6,5.895,5.958,45.436,12.981,False,False,0
raw,9,file,h1,h6,s1->s2->s3->s6,3.324,15.451,43.79,15.383,False,False,1
raw,10,file,h1,h6,s1->s4->s5->s6,0.645,42.94,44.52,13.462,True,True,1
raw,11,video,h6,h1,s6->s3->s2->s1,5.06,16.226,44.286,12.002,False,False,1
raw,12,video,h6,h1,s6->s3->s2->s1,6.013,14.873,40.992,13.14,False,False,1
raw,13,video,h3,h6,s3->s6,5.784,7.012,41.19,11.384,False,False,0
raw,14,file,h1,h4,s1->s2->s3->s4,2.622,20.558,47.108,12.557,False,False,1
raw,15,file,h1,h4,s1->s2->s5->s4,0.735,25.981,42.246,15.052,True,True,2
raw,16,video,h3,h6,s3->s6,5.324,6.148,44.623,17.146,False,False,2
raw,17,video,h3,h6,s3->s6,5.407,6.526,41.731,14.549,False,False,2
raw,18,file,h1,h6,s1->s6,6.282,21.387,42.608,12.815,True,True,0
raw,19,video,h2,h3,s2->s3,1.382,7.438,40.414,15.194,False,False,1
raw,20,voip,h2,h1,s2->s1,0.116,5.813,40.532,12.692,False,False,1
raw,21,file,h1,h6,s1->s6,7.058,19.671,41.624,14.341,False,False,1
raw,22,file,h1,h6,s1->s6,7.093,20.651,42.103,13.51,False,False,0
raw,23,web,h1,h2,s1->s2,0.948,6.117,40.112,12.547,False,False,0
raw,24,video,h3,h6,s3->s6,5.693,5.74,39.597,13.85,False,False,0
raw,25,video,h2,h1,s2->s1,5.646,6.423,39.525,10.756,False,False,0
raw,26,voip,h1,h6,s1->s6,0.114,20.615,41.091,10.301,False,False,0
raw,27,file,h1,h4,s1->s2->s5->s4,6.283,22.353,38.264,11.544,False,False,0
raw,28,video,h3,h1,s3->s4->s1,5.884,20.906,39.698,10.518,False,False,0
raw,29,voip,h1,h6,s1->s6,0.112,21.597,41.633,11.87,False,False,0
raw,30,file,h1,h4,s1->s2->s5->s4,6.926,20.967,40.716,10.789,False,False,0
raw,31,video,h2,h1,s2->s1,5.748,6.557,39.389,13.596,False,False,0
raw,32,file,h1,h4,s1->s2->s5->s4,7.916,21.402,39.861,10.156,False,False,0
raw,33,file,h1,h4,s1->s2->s5->s4,8.392,21.849,42.27,13.87,False,False,0
raw,34,file,h1,h4,s1->s2->s5->s4,8.268,20.067,39.111,11.388,False,False,0
raw,35,video,h2,h1,s2->s1,6.112,5.677,40.256,11.54,False,False,0
raw,36,video,h3,h6,s3->s6,5.566,4.877,37.828,10.844,False,False,0
raw,37,video,h3,h1,s3->s4->s1,6.157,17.49,43.293,12.398,False,False,0
raw,38,file,h4,h2,s4->s3->s2,2.728,14.538,41.376,12.909,False,False,1
raw,39,file,h5,h6,s5->s6,0.996,14.336,30.958,12.043,False,False,1
raw,40,voip,h2,h3,s2->s3,0.12,5.707,40.66,15.359,False,False,1
raw,41,file,h1,h6,s1->s6,7.168,20.336,39.464,13.282,False,False,1
raw,42,file,h1,h4,s1->s2->s5->s4,8.707,19.852,42.175,10.08,False,False,0
raw,43,file,h4,h2,s4->s3->s2,5.44,13.626,44.748,12.719,False,False,0
raw,44,voip,h1,h6,s1->s6,0.112,20.376,56.819,12.182,False,False,0
raw,45,voip,h2,h5,s2->s5,0.119,6.313,40.572,11.691,False,False,0
raw,46,file,h4,h2,s4->s3->s2,7.778,14.302,46.654,12.863,False,False,0
raw,47,video,h6,h1,s6->s3->s2->s1,5.639,13.828,48.006,12.529,False,False,0
raw,48,file,h2,h5,s2->s5,6.682,8.03,47.868,12.102,False,False,0
raw,49,voip,h6,h5,s6->s3->s2->s5,0.109,17.564,40.404,13.415,False,False,0
raw,50,voip,h3,h6,s3->s6,0.107,5.339,43.272,10.982,False,False,0
raw,51,video,h6,h1,s6->s3->s2->s1,5.409,12.019,43.264,10.799,False,False,0
raw,52,file,h5,h4,s5->s4,1.501,13.548,42.68,13.664,False,False,1
raw,53,web,h6,h5,s6->s3->s2->s5,0.918,19.973,51.371,17.798,False,False,2
raw,54,video,h3,h6,s3->s6,5.862,7.402,42.499,15.727,False,False,1
raw,55,video,h3,h6,s3->s6,5.391,6.683,41.676,12.902,False,False,1
raw,56,file,h5,h4,s5->s4,3.526,14.469,42.122,11.293,False,False,0
raw,57,file,h1,h2,s1->s2,10.66,4.89,42.124,11.755,False,False,0
raw,58,file,h1,h2,s1->s2,11.677,4.549,40.493,10.705,False,False,0
raw,59,file,h1,h6,s1->s6,7.446,19.698,40.82,10.769,False,False,0
raw,60,file,h5,h4,s5->s6->s3->s4,0.683,30.767,41.636,19.191,False,False,3
raw,61,file,h5,h4,s5->s2->s1->s4,1.009,28.201,40.963,18.634,True,True,3
raw,62,voip,h1,h6,s1->s6,0.123,19.211,41.016,16.034,False,False,2
raw,63,voip,h1,h3,s1->s2->s3,0.107,9.292,38.893,12.781,False,False,1
raw,64,web,h4,h2,s4->s3->s2,0.958,14.557,40.565,10.023,False,False,0
raw,65,web,h2,h3,s2->s3,0.984,5.073,43.582,13.889,False,False,0
raw,66,voip,h2,h5,s2->s5,0.121,8.495,40.843,10.727,False,False,0
raw,67,video,h2,h1,s2->s1,6.007,6.119,40.871,13.823,False,False,0
raw,68,file,h4,h1,s4->s3->s2->s1,0.803,21.765,46.808,17.365,False,False,2
raw,69,web,h4,h2,s4->s5->s2,1.023,18.23,42.261,17.969,True,True,2
raw,70,file,h4,h2,s4->s5->s2,1.599,22.715,42.767,18.814,True,True,3
raw,71,voip,h6,h5,s6->s3->s2->s5,0.116,19.785,41.897,14.227,False,False,1
raw,72,voip,h1,h6,s1->s6,0.122,19.976,42.801,13.996,False,False,0
raw,73,file,h1,h4,s1->s2->s5->s4,3.438,26.231,42.371,11.324,False,False,0
raw,74,web,h4,h2,s4->s5->s2,0.923,21.876,39.535,12.25,False,False,0
raw,75,video,h6,h1,s6->s3->s2->s1,5.706,14.308,40.967,10.931,False,False,0
raw,76,video,h2,h1,s2->s1,6.168,5.601,40.999,12.745,False,False,0
raw,77,video,h3,h1,s3->s4->s1,5.877,19.904,44.3,10.036,False,False,0
raw,78,file,h4,h2,s4->s3->s2,0.925,15.661,43.707,15.426,False,False,1
raw,79,file,h5,h4,s5->s4,5.714,11.659,42.895,14.696,False,False,1
raw,80,voip,h6,h5,s6->s3->s2->s5,0.123,16.606,42.546,13.866,False,False,1
raw,81,video,h3,h1,s3->s6->s1,5.416,25.254,43.76,13.007,True,True,0
raw,82,video,h4,h6,s4->s5->s6,1.509,27.521,42.383,15.258,False,False,1
raw,83,voip,h1,h6,s1->s6,0.112,21.502,45.173,12.336,False,False,1
raw,84,voip,h1,h6,s1->s6,0.112,20.623,40.749,11.791,False,False,0
raw,85,web,h6,h4,s6->s3->s2->s1->s4,0.673,31.813,39.964,14.826,False,False,2
raw,86,video,h1,h6,s1->s6,1.456,30.767,35.789,14.438,False,False,1
raw,87,video,h4,h3,s4->s3,0.807,10.772,86.734,14.569,False,False,2
raw,88,video,h3,h6,s3->s6,5.368,8.045,41.282,13.129,False,False,1
raw,89,file,h5,h6,s5->s6,6.415,12.979,41.676,15.383,False,False,1
raw,90,video,h2,h3,s2->s5->s6->s3,1.054,29.072,41.992,14.836,False,False,1
raw,91,voip,h6,h1,s6->s3->s2->s1,0.111,16.789,38.465,14.202,False,False,1
raw,92,file,h5,h2,s5->s2,0.956,9.221,44.02,12.739,False,False,1
raw,93,video,h3,h1,s3->s2->s1,5.332,9.925,40.018,12.314,False,False,1
raw,94,web,h6,h5,s6->s3->s4->s5,0.92,26.192,40.978,12.95,True,True,1
raw,95,web,h2,h3,s2->s3,0.977,4.689,41.596,10.525,False,False,0
raw,96,file,h5,h4,s5->s4,0.698,16.127,40.652,12.897,False,False,1
raw,97,file,h2,h5,s2->s5,5.393,7.928,37.771,12.637,False,False,1
raw,98,file,h5,h4,s5->s2->s1->s4,6.159,24.313,40.387,12.541,False,False,1
raw,99,voip,h3,h5,s3->s2->s5,0.113,12.308,41.722,13.875,False,False,0
raw,100,web,h4,h2,s4->s5->s2,1.015,22.065,40.088,10.796,False,False,0
raw,101,web,h3,h5,s3->s2->s5,0.942,15.867,40.376,17.502,False,False,2
raw,102,file,h2,h4,s2->s1->s4,0.683,22.014,38.829,17.948,False,False,2
raw,103,voip,h4,h1,s4->s3->s2->s1,0.113,18.159,38.486,16.066,False,False,2
raw,104,video,h6,h1,s6->s3->s2->s1,5.422,15.422,38.388,15.008,False,False,1
raw,105,file,h1,h2,s1->s2,9.275,5.882,31.845,13.798,False,False,0
raw,106,video,h4,h1,s4->s3->s2->s1,3.733,19.361,39.049,15.557,False,False,2
raw,107,video,h4,h2,s4->s5->s2,0.695,22.929,39.448,17.601,False,False,2
raw,108,voip,h5,h3,s5->s6->s3,0.113,17.059,40.551,15.295,False,False,2
raw,109,file,h2,h1,s2->s1,1.396,7.225,38.482,16.405,False,False,3
raw,110,file,h3,h2,s3->s2,1.358,7.432,37.896,14.513,False,False,2
raw,111,file,h4,h2,s4->s5->s2,3.119,20.888,41.822,17.492,False,False,2
raw,112,web,h2,h3,s2->s5->s6->s3,0.938,24.68,42.545,13.082,True,True,1
raw,113,video,h2,h3,s2->s5->s6->s3,4.939,23.392,40.482,13.017,False,False,0
raw,114,file,h5,h4,s5->s4,4.734,12.043,41.898,13.84,False,False,0
raw,115,voip,h3,h6,s3->s6,0.119,6.386,45.191,13.983,False,False,0
raw,116,file,h4,h1,s4->s1,0.694,16.728,45.005,14.17,False,False,1
raw,117,voip,h5,h6,s5->s6,0.118,9.899,39.925,12.186,False,False,1
raw,118,video,h4,h1,s4->s3->s2->s1,5.774,18.35,41.501,14.962,False,False,1
raw,119,video,h6,h5,s6->s5,3.445,12.697,39.101,12.209,False,False,0
raw,120,web,h4,h3,s4->s3,0.884,8.214,39.252,13.36,False,False,0
raw,121,file,h3,h2,s3->s2,12.983,4.837,43.331,10.071,False,False,0
raw,122,web,h2,h1,s2->s1,0.89,6.352,42.728,13.227,False,False,0
raw,123,voip,h3,h1,s3->s2->s1,0.109,10.944,42.025,11.212,False,False,0
raw,124,video,h6,h3,s6->s3,5.604,6.192,41.228,13.226,False,False,0
raw,125,video,h4,h6,s4->s3->s6,5.927,15.243,40.916,10.082,False,False,0
raw,126,voip,h4,h1,s4->s1,0.12,14.408,40.468,10.407,False,False,0
raw,127,file,h4,h2,s4->s5->s2,7.7,16.888,40.782,11.177,False,False,0
raw,128,file,h1,h6,s1->s6,0.465,31.893,43.777,14.728,False,False,1
raw,129,file,h1,h2,s1->s2,11.569,6.154,41.22,15.095,False,False,1
raw,130,web,h6,h4,s6->s3->s2->s1->s4,0.978,25.562,40.984,13.643,False,False,1
raw,131,file,h3,h2,s3->s2,16.724,5.272,41.654,12.913,False,False,0
raw,132,voip,h3,h5,s3->s2->s5,0.109,11.828,39.502,13.18,False,False,0
raw,133,file,h5,h4,s5->s4,8.646,9.796,42.365,13.501,False,False,0
raw,134,voip,h3,h5,s3->s2->s5,0.118,11.058,38.778,10.616,False,False,0
raw,135,voip,h1,h4,s1->s4,0.123,11.427,38.358,13.632,False,False,0
raw,136,voip,h2,h3,s2->s3,0.121,4.51,40.215,10.498,False,False,0
raw,137,video,h3,h5,s3->s2->s5,5.772,13.186,40.643,12.412,False,False,0
raw,138,video,h4,h5,s4->s5,4.163,12.481,40.097,12.297,False,False,0
raw,139,file,h1,h2,s1->s2,16.093,4.46,40.477,12.09,False,False,0
raw,140,voip,h4,h1,s4->s1,0.119,11.713,41.125,12.025,False,False,0
raw,141,file,h5,h6,s5->s6,9.995,10.83,42.637,13.206,False,False,0
raw,142,file,h4,h3,s4->s3,2.486,10.123,40.693,15.423,False,False,1
raw,143,voip,h4,h1,s4->s1,0.117,12.356,41.838,11.578,True,True,0
raw,144,web,h1,h5,s1->s2->s5,0.886,13.649,39.774,12.662,False,False,1
raw,145,video,h2,h3,s2->s3,6.119,5.714,41.573,13.07,True,True,0
raw,146,video,h6,h1,s6->s3->s2->s1,5.633,13.341,38.595,13.03,False,False,0
raw,147,voip,h1,h4,s1->s4,0.121,12.127,39.518,13.686,False,False,0
raw,148,web,h4,h6,s4->s5->s6,0.635,27.858,42.123,14.25,False,False,2
raw,149,video,h3,h5,s3->s2->s5,5.467,12.191,41.048,17.674,False,False,2
raw,150,file,h2,h3,s2->s3,6.662,6.694,44.725,14.198,False,False,1
raw,151,web,h1,h2,s1->s2,1.005,6.201,43.561,10.142,False,False,0
